"date","product","sku","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","username","organization","repository","workflow_path","cost_center_name"
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","bandarujayendra","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","vijaycorestack","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","gokulpalaniswamy","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","SivaVenkatSK","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","seshanb","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","vamsiyerra3797","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","vigneshwarms","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","Avinash-Naidu","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","sankara-nps","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","bikash2056","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_premium_request","44","requests","0.04","1.76","1.76","0","vigneshwarms","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_premium_request","95","requests","0.04","3.80","3.80","0","karthigavaradhan","CoreStack-Engg","","",""
"2026-02-01","copilot","copilot_premium_request","22","requests","0.04","0.88","0.88","0","kavi-yarasi","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","zubairhussainDE","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","sankara-nps","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","vigneshwarms","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_for_business","0.035714286","user-months","19","0.678571434","0","0.678571434","gokulpalaniswamy","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_premium_request","27","requests","0.04","1.08","1.08","0","Allwin-saj","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_premium_request","38","requests","0.04","1.52","1.52","0","KathirS-dev","CoreStack-Engg","","",""
"2026-02-02","copilot","copilot_premium_request","51","requests","0.04","2.04","2.04","0","sureshc-cloud","CoreStack-Engg","","",""
